employee_id,employee_name,department,state,salary,age,bonus
1511,Kreamer Juliana,Sales,NY,3510,43,1017
1512,Vankirk Megan,HR,LA,6365,49,1554
1513,Jere Dedman,Accounts,LA,5715,32,1914
1514,Clemencia Nakano,Finance,AK,5563,31,1787
1515,Zollner Gilma,Finance,CA,8924,50,1161
1516,Durio Melissia,Finance,WA,3423,39,1275
1517,Gallman Clemencia,Finance,AK,9532,36,1592
1518,Louann Deandre,Finance,CA,9546,24,548
1519,Melissia Casimira,Sales,LA,6300,47,1131
1520,Karie Mcmillion,HR,WA,6466,29,726
1521,Laub Norene,Sales,AK,5645,40,1887
1522,Jaclyn Jaclyn,HR,AK,7505,49,1081
1523,Richter Coogan,Purchasing,WA,9640,38,1090
1524,Kreamer Drema,Purchasing,LA,9329,45,1132
1525,Kreamer Mayeda,Accounts,NY,3669,24,1862
1526,Margret Katlyn,Finance,CA,1636,45,1639
1527,Ruzicka Vivan,Accounts,AK,3374,40,647
1528,Mullan Shandra,Sales,AK,4604,43,1998
1529,Dynes Coogan,Finance,NY,3102,28,532
1530,Ilana Katlyn,Sales,CA,7959,46,1138
1531,Cobian Laub,Marketing,NY,2741,30,939
1532,Harrison Barringer,HR,WA,7874,50,1184
1533,Hanh Lonergan,Finance,CA,8393,34,704
1534,Figueras Kohn,Purchasing,CA,9287,24,1234
1535,Norene Richter,Purchasing,CA,3812,23,615
1536,Soules Stanford,HR,AK,3616,50,1703
1537,Karie Tiffani,Sales,CA,9579,32,1012
1538,Nitz Tamra,Purchasing,AK,4512,21,556
1539,Vivan Benz,Sales,AK,2725,48,1549
1540,Mullan Bergren,Sales,LA,5889,24,740
1541,Dedman Kall,Sales,NY,3755,27,1984
1542,Yukiko Norene,HR,LA,9696,26,1226
1543,Trena Stanford,Purchasing,LA,6800,27,1126
1544,Shandra Stanford,Finance,LA,1880,36,728
1545,Toussaint Zollner,Finance,AK,9173,20,765
1546,Ilana Ilana,HR,LA,4321,35,818
1547,Herder Larry,Purchasing,LA,3582,25,567
1548,Exie Leonel,Marketing,AK,4930,48,1761
1549,Reighard Kaczorowski,Sales,NY,2129,24,1392
1550,Byrge Larry,Marketing,AK,1167,34,1682
1551,Herder Gallman,Purchasing,NY,4525,26,1701
1552,Laub Karie,Sales,AK,7882,42,1122
1553,Rocha Trena,Accounts,LA,4457,34,1572
1554,Imai Hanh,Purchasing,LA,9171,38,1636
1555,Antonio Locust,Finance,CA,4770,23,999
1556,Mullan Ellingsworth,Marketing,WA,1496,29,1614
1557,Ullery Imai,Sales,WA,3044,39,1960
1558,Luisa Clune,Purchasing,WA,2101,39,1063
1559,Tamra Bergren,Purchasing,WA,2677,43,1248
1560,Kall Lisabeth,Purchasing,LA,4967,44,696
1561,Benz Frisina,Marketing,AK,3414,28,1735
1562,Karie Hallie,Marketing,WA,6888,41,916
1563,Karie Kall,Purchasing,LA,4911,31,1034
1564,Layla Layla,Finance,LA,1595,40,783
1565,Mayeda Marvis,Finance,LA,7123,27,533
1566,Georgeanna Janey,HR,WA,7393,49,1813
1567,Cobian Harrison,Purchasing,LA,9267,36,1036
1568,Soules Laub,Accounts,LA,4658,31,1341
1569,Rocha Margret,Sales,CA,1164,49,674
1570,Larry Gilma,HR,AK,5019,26,1742
1571,Reighard Antonio,Marketing,NY,3004,32,680
1572,Mullan Villela,Sales,LA,5968,45,1479
1573,Ilana Charlie,HR,LA,1654,38,1317
1574,Hallie Figueras,Marketing,CA,7532,46,1655
1575,Kaczorowski Yukiko,HR,NY,5082,50,1727
1576,Karie Jaclyn,Sales,LA,2611,47,1026
1577,Dynes Reardon,Sales,LA,5311,47,1865
1578,Lisabeth Rocha,Sales,LA,7954,48,1514
1579,Juliana Bergren,Sales,CA,4407,37,1284
1580,Mayeda Ullery,Accounts,NY,7411,42,1067
1581,Vankirk Kaczorowski,Accounts,CA,5266,21,1503
1582,Hanh Hanh,Accounts,NY,5399,43,1821
1583,Villela Casimira,HR,LA,2422,27,1537
1584,Fender Bergren,Purchasing,NY,5180,22,1312
1585,Karie Yukiko,Finance,LA,3405,29,610
1586,Juliana Escoto,Finance,LA,8182,29,721
1587,Herder Tyree,HR,WA,3490,45,1062
1588,Melissia Locust,Purchasing,CA,3108,30,1859
1589,Tenenbaum Gilma,Sales,LA,8439,39,1676
1590,Norene Janey,Marketing,AK,7101,22,1870
1591,Jacquelyne Zollner,Finance,WA,4135,28,1241
1592,Amber Georgeanna,HR,WA,9946,34,1812
1593,Escoto Janey,Accounts,LA,7736,23,764
1594,Kensinger Jere,Accounts,NY,9114,45,1263
1595,Gilma Mullan,Accounts,NY,8688,48,530
1596,Karie Norene,Sales,CA,4228,27,1928
1597,Kaczorowski Janey,Sales,AK,3949,45,1774
1598,Janey Leonel,Finance,WA,1651,34,743
1599,Herder Dedman,Accounts,CA,7934,21,1081
1600,Margret Tiffani,Marketing,CA,5695,37,885
1601,Louann Jaclyn,Accounts,AK,5751,35,922
1602,Tenenbaum Coogan,Accounts,WA,9442,30,1577
1603,Imai Kall,Finance,AK,8565,35,1086
1604,Frisina Ruzicka,Sales,AK,5591,27,1882
1605,Imai Janine,Purchasing,NY,4380,31,1830
1606,Escoto Casimira,HR,WA,6173,41,1788
1607,Janey Layla,Sales,AK,4795,24,1153
1608,Gilma Casimira,Sales,AK,4602,26,1365
1609,Zollner Yukiko,Marketing,AK,5535,48,937
1610,Soules Luisa,HR,NY,5691,48,797
1611,Georgeanna Vivan,Purchasing,CA,2588,48,594
1612,Mullan Yukiko,Marketing,NY,7758,39,860
1613,Hallie Jere,Marketing,AK,3936,27,1076
1614,Suzanne Kohn,Purchasing,CA,2576,41,906
1615,Richter Coogan,Purchasing,LA,4376,24,1045
1616,Kall Trena,Finance,CA,3084,47,1871
1617,Dedman Ilana,Sales,CA,1712,49,743
1618,Nakano Kreamer,HR,WA,3043,35,953
1619,Antonina Recalde,Marketing,WA,2304,29,822
1620,Drema Drema,Accounts,AK,2455,20,1360
1621,Cobian Soules,Marketing,AK,3933,23,819
1622,Lonergan Deandre,Accounts,WA,4593,42,1520
1623,Byrge Tiffani,Purchasing,WA,9375,23,574
1624,Tamra Melissia,Purchasing,WA,1528,25,1895
1625,Antonio Hallie,HR,WA,2564,45,1076
1626,Ullery Kaczorowski,Sales,WA,9015,46,938
1627,Lemaster Sifford,Marketing,CA,2853,20,1084
1628,Villela Reardon,Accounts,LA,8650,20,1546
1629,Leonel Megan,Sales,LA,9592,28,1342
1630,Imai Debroah,Marketing,WA,5839,20,1034
1631,Gilma Fender,HR,WA,8806,41,1904
1632,Layla Drema,Sales,CA,8898,30,980
1633,Karie Bergren,Finance,WA,1337,26,1907
1634,Barringer Figueras,Purchasing,NY,4228,42,833
1635,Locust Imai,HR,NY,8560,33,1866
1636,Grigg Recalde,Accounts,CA,2262,47,730
1637,Janey Jaclyn,Sales,AK,3399,27,691
1638,Casimira Juliana,Accounts,AK,2967,24,974
1639,Melvina Stanford,Purchasing,CA,2353,30,1860
1640,Baros Dedman,HR,CA,8470,31,1913
1641,Jacquelyne Escoto,Sales,WA,7763,46,727
1642,Bergren Yessenia,Marketing,WA,5644,23,1944
1643,Herder Yessenia,HR,WA,2298,46,853
1644,Rocha Drema,Finance,NY,3662,32,586
1645,Janine Zollner,Sales,CA,7685,44,1215
1646,Nitz Tyree,Marketing,AK,3943,48,809
1647,Drema Jaclyn,Finance,LA,5232,46,872
1648,Durio Imai,HR,LA,6261,33,860
1649,Recalde Kall,HR,NY,5407,21,1894
1650,Lonergan Bergren,Sales,CA,9643,34,551
1651,Shandra Marvis,Marketing,CA,7222,40,1075
1652,Coogan Grigg,Sales,NY,8907,41,727
1653,Debroah Herder,Sales,LA,4018,47,1853
1654,Louann Ellingsworth,Marketing,WA,6705,22,1593
1655,Norene Amber,Finance,AK,9261,23,1885
1656,Tenenbaum Luisa,HR,WA,5220,46,942
1657,Nakano Durio,Purchasing,NY,6671,44,1253
1658,Yukiko Dedman,Sales,AK,4340,42,1046
1659,Byrge Antonina,Sales,AK,4085,32,1565
1660,Melissia Jere,Finance,NY,9201,21,1533
1661,Lonergan Jere,Purchasing,CA,7513,44,725
1662,Leonel Laub,Sales,NY,4359,28,1173
1663,Sifford Trena,Accounts,WA,3378,39,546
1664,Imai Karie,Finance,LA,3033,27,1977
1665,Imai Cobian,Purchasing,CA,9297,48,1092
1666,Janey Tenenbaum,HR,NY,3409,29,1370
1667,Melissia Antonio,HR,AK,6471,34,782
1668,Antonina Louann,Accounts,AK,9580,44,1650
1669,Benz Baros,Purchasing,LA,2217,29,1809
1670,Rocha Coogan,Accounts,AK,1210,46,1753
1671,Gilma Casimira,HR,LA,6552,33,1803
1672,Casimira Stanford,Accounts,LA,1268,24,1828
1673,Debroah Antonina,HR,WA,3248,39,1537
1674,Jere Janey,HR,AK,8859,33,1693
1675,Jaclyn Antonio,Purchasing,AK,2374,26,951
1676,Frisina Cobian,Sales,LA,5324,30,1631
1677,Rocha Rudolph,Purchasing,LA,7321,28,1118
1678,Jere Tiffani,Marketing,WA,3734,34,1218
1679,Kaczorowski Hallie,HR,AK,9137,49,1014
1680,Georgeanna Marvis,Marketing,LA,4105,26,1120
1681,Megan Janine,Sales,WA,5788,26,1469
1682,Drema Nitz,Finance,WA,9167,40,1790
1683,Lemaster Nena,Marketing,CA,1217,31,1761
1684,Laub Dionne,Sales,AK,9639,32,727
1685,Lonergan Deandre,Accounts,NY,8045,47,1606
1686,Lonergan Kall,HR,LA,1360,38,646
1687,Zollner Antonio,Marketing,LA,5857,29,520
1688,Debroah Norene,Sales,NY,3809,40,655
1689,Recalde Drema,Purchasing,CA,8344,38,683
1690,Norene Kall,HR,CA,9662,27,1291
1691,Dedman Tiffani,HR,WA,9093,45,1315
1692,Coogan Hallie,HR,LA,4828,44,630
1693,Tamra Soules,Sales,AK,2562,38,1875
1694,Ullery Lemaster,Marketing,NY,3675,46,1998
1695,Suzanne Megan,Marketing,AK,2204,27,1020
1696,Casimira Locust,Accounts,WA,8024,33,1534
1697,Fender Villela,Finance,CA,3056,25,845
1698,Casimira Melvina,Purchasing,LA,3018,28,1012
1699,Locust Tyree,Purchasing,WA,1416,43,1644
1700,Sifford Barringer,Accounts,WA,6640,27,1619
1701,Trena Melvina,Marketing,AK,5296,34,1776
1702,Rudolph Juliana,Marketing,NY,7623,47,1166
1703,Kall Dynes,Purchasing,LA,6643,36,614
1704,Herder Laub,Accounts,NY,4749,38,733
1705,Stanford Ruzicka,Finance,AK,4244,45,882
1706,Melissia Kaczorowski,Accounts,NY,3663,22,1592
1707,Frisina Dionne,Marketing,AK,7351,48,1239
1708,Tamra Dynes,Finance,CA,1553,45,711
1709,Megan Yessenia,Sales,WA,1820,45,1782
1710,Benz Louann,HR,AK,4923,50,958
1711,Leonel Rocha,Marketing,WA,4091,22,817
1712,Janey Suzanne,Marketing,NY,1819,36,806
1713,Yessenia Byrge,HR,NY,1118,38,1489
1714,Ilana Laub,Marketing,WA,4519,38,1100
1715,Lisabeth Yessenia,Accounts,LA,7417,48,907
1716,Kaczorowski Charlie,Finance,CA,7902,35,1763
1717,Leif Shandra,Purchasing,AK,7060,33,902
1718,Amber Lisabeth,Accounts,LA,5048,20,724
1719,Tenenbaum Phylicia,Accounts,NY,4179,21,1769
1720,Locust Hanh,Finance,AK,1737,48,1243
1721,Dionne Soules,Sales,NY,2697,22,1715
1722,Harrison Casimira,Finance,CA,4052,41,1901
1723,Recalde Marvis,Purchasing,NY,3272,38,1648
1724,Shandra Lemaster,Marketing,LA,4329,34,1576
1725,Melissia Imai,Finance,NY,2179,33,712
1726,Yukiko Dedman,Accounts,LA,6304,43,1010
1727,Exie Hanh,Marketing,CA,6842,47,563
1728,Locust Drema,Purchasing,LA,1648,33,1573
1729,Figueras Figueras,HR,NY,4963,50,884
1730,Yessenia Karie,HR,WA,9893,28,635
1731,Mayeda Lemaster,HR,LA,3710,40,758
1732,Durio Jere,Purchasing,WA,3614,42,870
1733,Melissia Leif,Accounts,CA,8701,44,958
1734,Laub Dionne,Accounts,LA,8385,50,1870
1735,Kensinger Dynes,Purchasing,AK,2112,20,1378
1736,Dynes Kall,Purchasing,NY,1121,45,1735
1737,Yukiko Kreamer,Finance,NY,7396,20,1332
1738,Nena Kensinger,Finance,NY,8534,41,1610
1739,Lemaster Amber,Purchasing,LA,9504,26,991
1740,Melvina Margret,Sales,CA,9939,39,1077
1741,Melissia Reighard,Accounts,WA,3537,45,922
1742,Durio Phylicia,Marketing,CA,1262,31,1435
1743,Lonergan Recalde,Accounts,CA,7045,34,839
1744,Hanh Tyree,HR,CA,1093,47,635
1745,Hallie Vivan,Finance,LA,4771,38,728
1746,Coogan Zollner,Sales,LA,2988,45,1481
1747,Charlie Debroah,Marketing,WA,4882,35,1299
1748,Gallman Fender,Sales,CA,5314,30,1938
1749,Zollner Tyree,Marketing,LA,5665,42,1489
1750,Tamra Nitz,Purchasing,NY,4345,23,1255
1751,Tamra Exie,Purchasing,WA,8644,35,774
1752,Grigg Richter,Marketing,WA,3820,22,1379
1753,Lisabeth Juliana,Accounts,NY,3852,20,569
1754,Reighard Locust,Accounts,CA,1548,35,1753
1755,Charlie Mcmillion,HR,NY,9283,38,984
1756,Toussaint Clune,Purchasing,LA,4978,48,1318
1757,Tenenbaum Leif,Marketing,CA,1981,50,909
1758,Katlyn Jere,Sales,LA,8990,28,1085
1759,Jacquelyne Soules,Finance,LA,1503,21,1398
1760,Vankirk Grigg,Accounts,WA,9890,35,1762
1761,Toussaint Grigg,Purchasing,LA,2558,22,1775
1762,Amber Ullery,Purchasing,CA,9985,47,1408
1763,Norene Nena,Accounts,AK,2793,44,752
1764,Zollner Hallie,Marketing,LA,9776,31,1493
1765,Tenenbaum Vivan,HR,WA,3801,29,1060
1766,Trena Margret,Marketing,WA,9226,32,1180
1767,Gilma Leonel,Sales,LA,3344,40,1641
1768,Vivan Jacquelyne,Finance,WA,3669,28,1051
1769,Drema Laub,Accounts,AK,4101,34,766
1770,Baros Georgeanna,Finance,LA,5526,41,1799
1771,Toussaint Gallman,Sales,WA,8387,32,1348
1772,Frisina Charlie,Marketing,AK,3890,28,1807
1773,Karie Recalde,Sales,NY,5482,42,1470
1774,Antonina Phylicia,HR,AK,5184,22,1607
1775,Clemencia Lisabeth,Marketing,NY,9178,48,788
1776,Lonergan Juliana,Purchasing,WA,7327,33,795
1777,Janey Cobian,HR,CA,1710,38,952
1778,Shandra Coogan,Accounts,WA,2369,30,1592
1779,Casimira Reighard,Sales,CA,2902,30,1432
1780,Margret Reardon,Finance,NY,9677,47,567
1781,Tyree Rudolph,Marketing,CA,4957,37,1715
1782,Leonel Jere,Accounts,CA,5004,37,1445
1783,Figueras Richter,Marketing,WA,6199,20,1603
1784,Phylicia Margret,Marketing,AK,2740,38,1318
1785,Tyree Vankirk,Marketing,NY,6825,39,1134
1786,Fender Mayeda,Finance,WA,3540,39,1104
1787,Antonina Yessenia,Marketing,WA,4180,34,1508
1788,Gilma Janine,Purchasing,LA,8543,25,761
1789,Jacquelyne Clemencia,Accounts,AK,2173,49,914
1790,Lisabeth Larry,Marketing,WA,4949,31,1475
1791,Tyree Jere,Purchasing,CA,8886,46,597
1792,Soules Bergren,HR,LA,9453,37,911
1793,Margret Imai,Purchasing,AK,4121,46,1396
1794,Janey Barringer,Marketing,LA,1714,32,815
1795,Dionne Fender,HR,WA,4724,22,1070
1796,Nakano Lemaster,Purchasing,WA,8116,37,1496
1797,Nitz Fender,Purchasing,AK,7330,43,1648
1798,Mayeda Trena,Purchasing,AK,4511,28,1556
1799,Yessenia Kall,HR,CA,6656,49,1350
1800,Richter Imai,HR,WA,8106,50,1350
1801,Juliana Recalde,HR,LA,8425,35,1850
1802,Drema Harrison,HR,LA,2575,22,1217
1803,Rudolph Nakano,Sales,NY,5467,27,1078
1804,Norene Mayeda,Finance,CA,6499,41,936
1805,Mckey Clune,Accounts,WA,9436,48,1795
1806,Lemaster Dynes,Accounts,NY,5947,35,690
1807,Lemaster Casimira,Finance,AK,8257,47,1420
1808,Nakano Durio,Purchasing,LA,5060,39,1874
1809,Yessenia Kreamer,Purchasing,NY,3041,36,648
1810,Casimira Ullery,HR,CA,2467,49,584
1811,Yessenia Antonio,HR,LA,9650,46,806
1812,Norene Fender,Marketing,CA,4410,41,1241
1813,Janey Nitz,Sales,AK,1945,25,1273
1814,Kall Tamra,Finance,CA,6508,28,1858
1815,Antonina Ilana,Finance,NY,2944,28,1718
1816,Debroah Georgeanna,Accounts,CA,1806,29,1031
1817,Frisina Ilana,Accounts,NY,2121,22,985
1818,Exie Kreamer,Marketing,LA,5343,30,786
1819,Jere Vankirk,Accounts,CA,6411,33,1797
1820,Cobian Ilana,Sales,NY,4883,48,786
1821,Vankirk Melissia,Sales,CA,2548,42,790
1822,Lisabeth Luisa,Marketing,NY,1031,45,878
1823,Recalde Ellingsworth,Accounts,NY,4872,38,1052
1824,Melvina Dionne,HR,AK,8229,48,999
1825,Margret Larry,Accounts,NY,9321,44,909
1826,Kall Ellingsworth,HR,WA,2998,50,1759
1827,Laub Antonina,Sales,LA,1117,31,1916
1828,Clemencia Nakano,Sales,LA,8092,37,1219
1829,Megan Fender,Accounts,WA,6741,47,1478
1830,Yukiko Byrge,HR,AK,1500,43,1820
1831,Karie Casimira,Finance,LA,5057,23,949
1832,Katlyn Ruzicka,Marketing,LA,6558,32,911
1833,Dionne Vivan,Sales,WA,6132,27,1434
1834,Leif Yukiko,Sales,NY,3323,27,705
1835,Tamra Larry,Finance,CA,6327,23,1681
1836,Laub Lonergan,Marketing,WA,5446,37,676
1837,Kall Lemaster,Sales,AK,9856,37,1365
1838,Escoto Georgeanna,Finance,WA,9220,32,1899
1839,Casimira Laub,Finance,AK,3779,47,1582
1840,Kall Stanford,Purchasing,LA,9323,33,1781
1841,Zollner Leonel,Purchasing,NY,4665,41,1977
1842,Karie Fender,Marketing,LA,4286,26,1644
1843,Lemaster Melvina,Marketing,AK,3983,34,1798
1844,Reighard Exie,HR,WA,6011,48,510
1845,Stanford Luisa,Finance,NY,8499,47,595
1846,Rudolph Locust,Accounts,NY,7909,36,1731
1847,Ellingsworth Harrison,Purchasing,CA,9764,22,1561
1848,Laub Leif,Marketing,LA,2290,26,1836
1849,Lemaster Melissia,Purchasing,CA,6235,42,1279
1850,Nitz Ullery,Accounts,AK,8824,30,1743
1851,Clune Juliana,Accounts,AK,1463,44,950
1852,Amber Reighard,Sales,CA,9545,32,1336
1853,Vivan Mckey,HR,NY,6101,44,1084
1854,Kensinger Benz,Finance,NY,7739,28,611
1855,Larry Megan,Purchasing,WA,2273,25,1438
1856,Ullery Frisina,Marketing,AK,6899,38,941
1857,Marvis Mcmillion,Accounts,NY,7346,29,1362
1858,Jere Shandra,Marketing,WA,9209,47,800
1859,Stanford Nakano,Finance,WA,5864,35,1212
1860,Cobian Bergren,Marketing,AK,1707,25,1691
1861,Frisina Phylicia,HR,NY,3314,26,1434
1862,Harrison Ellingsworth,Sales,NY,1200,31,1120
1863,Coogan Kensinger,Purchasing,NY,2612,22,1839
1864,Soules Laub,Accounts,NY,1782,25,625
1865,Laub Juliana,Purchasing,CA,7246,41,1070
1866,Coogan Coogan,Sales,NY,4185,25,1378
1867,Nakano Jaclyn,Marketing,AK,1579,42,515
1868,Yessenia Kensinger,Accounts,CA,6026,39,1628
1869,Ilana Nakano,HR,NY,9634,49,712
1870,Melissia Locust,HR,AK,6759,49,730
1871,Janine Yessenia,Accounts,NY,3996,26,1770
1872,Gilma Bergren,HR,NY,6663,24,974
1873,Fender Phylicia,Finance,AK,2321,28,600
1874,Mayeda Kreamer,HR,LA,5850,21,1914
1875,Nitz Georgeanna,Purchasing,AK,1504,44,740
1876,Charlie Nena,Purchasing,NY,8248,35,1075
1877,Luisa Georgeanna,Accounts,LA,5383,33,1137
1878,Jere Nakano,Finance,WA,4302,45,1885
1879,Ellingsworth Norene,Sales,AK,3940,41,1047
1880,Melvina Rocha,HR,WA,8628,46,1973
1881,Antonio Dynes,Purchasing,AK,2967,46,1618
1882,Janine Toussaint,HR,WA,9848,30,1980
1883,Hanh Cobian,Marketing,AK,9793,48,1410
1884,Figueras Tenenbaum,Sales,WA,3273,22,1037
1885,Fender Coogan,Finance,CA,3157,48,1512
1886,Margret Larry,Sales,CA,5409,36,982
1887,Mayeda Ruzicka,Accounts,NY,6896,39,1826
1888,Marvis Louann,Finance,AK,7203,39,1341
1889,Coogan Leonel,Purchasing,LA,3321,45,1941
1890,Exie Dynes,Purchasing,NY,6936,29,1366
1891,Nena Coogan,Marketing,NY,9240,42,1360
1892,Lonergan Megan,Sales,WA,1103,38,1147
1893,Reardon Ilana,HR,NY,4794,47,571
1894,Dynes Laub,HR,WA,3729,24,768
1895,Mckey Jere,Accounts,LA,5857,32,1020
1896,Melissia Gilma,Finance,LA,4455,25,1825
1897,Suzanne Antonina,HR,LA,7244,45,700
1898,Norene Tenenbaum,Marketing,AK,5124,40,717
1899,Gallman Kensinger,Accounts,WA,1688,38,752
1900,Reardon Marvis,Sales,CA,1598,45,1422
1901,Figueras Laub,HR,WA,1246,32,809
1902,Vivan Stanford,Marketing,CA,2289,30,724
1903,Marvis Gallman,HR,WA,2566,43,1393
1904,Soules Fender,Finance,AK,7540,39,1492
1905,Dionne Marvis,HR,WA,7259,32,1074
1906,Larry Megan,Accounts,CA,1166,32,906
1907,Mayeda Baros,Sales,CA,7247,28,1752
1908,Bergren Figueras,Finance,WA,3728,48,1708
1909,Hanh Dedman,Sales,AK,6067,36,1300
1910,Mcmillion Kall,Finance,WA,5882,46,1308
1911,Rocha Leonel,Marketing,AK,7612,47,1269
1912,Frisina Leonel,Purchasing,WA,8077,42,579
1913,Ruzicka Phylicia,Accounts,NY,1029,41,1132
1914,Ellingsworth Byrge,Finance,LA,3413,49,1060
1915,Zollner Figueras,Sales,AK,9674,49,1097
1916,Juliana Nakano,Finance,CA,8387,42,1012
1917,Clune Frisina,HR,CA,4086,36,1912
1918,Nitz Grigg,Sales,WA,7356,36,1770
1919,Melvina Leonel,Purchasing,CA,8405,25,1165
1920,Mullan Phylicia,Accounts,CA,3521,24,1903
1921,Harrison Vankirk,Finance,AK,5809,29,1659
1922,Georgeanna Clune,Marketing,AK,9043,45,979
1923,Dionne Janey,Purchasing,LA,1626,24,1050
1924,Clemencia Yukiko,Finance,LA,2511,33,1868
1925,Byrge Herder,Accounts,LA,2538,33,1585
1926,Kensinger Louann,Accounts,AK,4190,23,1325
1927,Margret Tiffani,Marketing,NY,4885,35,1795
1928,Mcmillion Ellingsworth,HR,WA,1476,43,1565
1929,Ilana Janey,Purchasing,AK,5630,40,1114
1930,Barringer Mcmillion,Accounts,CA,1477,48,609
1931,Janine Louann,Purchasing,CA,3214,23,673
1932,Nakano Soules,HR,WA,2127,42,1319
1933,Luisa Janine,Accounts,LA,4256,41,618
1934,Louann Recalde,Finance,AK,7189,44,945
1935,Richter Bergren,Finance,WA,8728,34,1398
1936,Soules Suzanne,Sales,AK,5631,40,854
1937,Stanford Benz,Sales,WA,2210,36,1374
1938,Kensinger Nena,HR,WA,4754,26,1603
1939,Frisina Mayeda,Finance,WA,3406,28,864
1940,Larry Recalde,Sales,NY,3065,29,830
1941,Escoto Tiffani,Finance,WA,8572,26,607
1942,Figueras Vivan,Accounts,LA,8431,27,1853
1943,Debroah Richter,Purchasing,WA,4187,38,510
1944,Vankirk Imai,Sales,AK,1805,26,992
1945,Ullery Barringer,Sales,AK,1418,48,780
1946,Frisina Phylicia,Accounts,NY,7579,45,618
1947,Nena Figueras,Accounts,WA,3616,36,2000
1948,Lisabeth Ruzicka,Sales,WA,7572,35,1888
1949,Deandre Ruzicka,HR,CA,8803,42,1373
1950,Herder Reighard,Purchasing,WA,6699,24,1099
1951,Richter Larry,Accounts,AK,8699,49,1789
1952,Katlyn Megan,Accounts,AK,8023,42,1272
1953,Escoto Georgeanna,Marketing,CA,7864,34,1278
1954,Kreamer Vivan,HR,LA,1205,41,1192
1955,Debroah Lonergan,Accounts,CA,8566,40,1838
1956,Vankirk Suzanne,Purchasing,AK,8647,20,685
1957,Kensinger Antonina,Finance,AK,1093,34,1653
1958,Coogan Larry,Sales,NY,3964,48,537
1959,Gallman Richter,HR,CA,4061,23,512
1960,Yukiko Ellingsworth,Accounts,NY,9065,49,1140
1961,Soules Melissia,Marketing,CA,3593,39,1399
1962,Debroah Clemencia,Sales,LA,5839,24,1285
1963,Rocha Janine,Finance,LA,4827,38,1246
1964,Melvina Antonio,Purchasing,WA,1568,41,647
1965,Marvis Hanh,Purchasing,CA,1892,48,1202
1966,Luisa Nakano,Sales,NY,4124,25,1517
1967,Nena Phylicia,Purchasing,AK,2778,29,1718
1968,Jacquelyne Tenenbaum,Sales,NY,9159,26,906
1969,Coogan Katlyn,Purchasing,WA,1269,43,563
1970,Vivan Clemencia,Accounts,WA,3421,48,895
1971,Vivan Mcmillion,Marketing,CA,6019,45,1320
1972,Marvis Villela,Sales,AK,6355,49,1351
1973,Coogan Margret,Marketing,NY,5980,32,1241
1974,Nitz Juliana,Accounts,AK,5465,28,1509
1975,Tamra Trena,Sales,CA,4158,39,715
1976,Gilma Hanh,Accounts,LA,8510,38,1274
1977,Leif Herder,Accounts,AK,9266,48,1225
1978,Stanford Clemencia,Finance,LA,2350,46,1481
1979,Coogan Villela,Sales,LA,4580,45,663
1980,Dionne Kall,HR,LA,1013,34,1405
1981,Louann Kreamer,Purchasing,LA,3083,50,1501
1982,Clemencia Zollner,Accounts,LA,7452,34,1136
1983,Kreamer Toussaint,Purchasing,WA,9858,45,715
1984,Kensinger Figueras,Accounts,WA,3629,30,585
1985,Jacquelyne Mullan,Sales,NY,2030,39,1866
1986,Sifford Shandra,Finance,CA,1825,48,1700
1987,Coogan Layla,Finance,LA,6142,47,1620
1988,Imai Exie,Marketing,NY,8567,29,1493
1989,Toussaint Cobian,Sales,CA,7145,22,1520
1990,Cobian Bergren,HR,CA,7523,42,1156
1991,Barringer Mullan,Purchasing,CA,2569,48,993
1992,Vivan Kensinger,Marketing,CA,3652,50,1558
1993,Leonel Tenenbaum,HR,CA,7825,33,955
1994,Melvina Clemencia,Sales,AK,4470,45,1357
1995,Dionne Sifford,Sales,WA,6647,35,984
1996,Megan Coogan,Sales,NY,8260,33,1938
1997,Jacquelyne Barringer,Finance,CA,9899,22,837
1998,Casimira Ruzicka,Accounts,NY,2661,43,1128
1999,Dionne Gilma,HR,LA,8389,50,1829
